,location,date,hour,measurement
454,papar_pujung,2022-06-09,18,4.8
455,papar_pujung,2022-06-09,22,4.9
456,papar_pujung,2022-06-09,2,5.0
457,papar_pujung,2022-06-10,6,5.1
458,papar_pujung,2022-06-10,10,5.15
459,papar_pujung,2022-06-10,14,5.2
460,papar_pujung,2022-06-10,18,5.3
461,papar_pujung,2022-06-10,22,5.4
462,papar_pujung,2022-06-10,2,5.75
463,papar_pujung,2022-06-11,6,6.1
464,papar_pujung,2022-06-11,10,6.2
465,papar_pujung,2022-06-11,14,6.3
466,papar_pujung,2022-06-11,18,6.5
467,papar_pujung,2022-06-11,22,6.6
468,papar_pujung,2022-06-11,2,6.75
469,papar_pujung,2022-06-12,6,6.9
470,papar_pujung,2022-06-12,10,7.0
471,papar_pujung,2022-06-12,14,7.0
472,papar_pujung,2022-06-12,18,7.1
473,papar_pujung,2022-06-12,22,7.1
474,papar_pujung,2022-06-12,2,7.1
475,papar_pujung,2022-06-13,6,7.1
476,papar_pujung,2022-06-13,10,7.0
477,papar_pujung,2022-06-13,14,6.9
478,papar_pujung,2022-06-13,18,6.8
479,papar_pujung,2022-06-13,22,6.7
480,papar_pujung,2022-06-13,2,6.7
481,papar_pujung,2022-06-14,6,6.7
482,papar_pujung,2022-06-14,10,6.7
483,papar_pujung,2022-06-14,14,6.7
484,papar_pujung,2022-06-14,18,6.7
485,papar_pujung,2022-06-14,22,6.7
486,papar_pujung,2022-06-14,2,6.7
487,papar_pujung,2022-06-15,6,6.7
488,papar_pujung,2022-06-15,10,6.8
489,papar_pujung,2022-06-15,14,6.9
490,papar_pujung,2022-06-15,18,6.9
491,papar_pujung,2022-06-15,22,6.9
492,papar_pujung,2022-06-15,2,6.8
493,papar_pujung,2022-06-16,6,6.7
494,papar_pujung,2022-06-16,10,6.7
495,papar_pujung,2022-06-16,14,6.6
496,papar_pujung,2022-06-16,18,6.4
497,papar_pujung,2022-06-16,22,6.2
498,papar_pujung,2022-06-16,2,5.9
499,papar_pujung,2022-06-17,6,5.6
500,papar_pujung,2022-06-17,10,5.4
501,papar_pujung,2022-06-17,14,5.2
502,papar_pujung,2022-06-17,18,5.0
503,papar_pujung,2022-06-17,22,4.9
504,papar_pujung,2022-06-17,2,4.3
505,papar_pujung,2022-06-18,6,3.8
506,papar_pujung,2022-06-18,10,3.7
507,papar_pujung,2022-06-18,14,3.6
508,papar_pujung,2022-06-18,18,3.5
509,papar_pujung,2022-06-18,22,3.4
510,papar_pujung,2022-06-18,2,3.1
511,papar_pujung,2022-06-19,6,2.8
512,papar_pujung,2022-06-19,10,2.7
513,papar_pujung,2022-06-19,14,2.7
514,papar_pujung,2022-06-19,18,2.8
515,papar_pujung,2022-06-19,22,3.1
516,papar_pujung,2022-06-19,2,3.6
517,papar_pujung,2022-06-20,6,4.3
518,papar_pujung,2022-06-20,10,4.5
519,papar_pujung,2022-06-20,14,4.7
520,papar_pujung,2022-06-20,18,4.9
521,papar_pujung,2022-06-20,22,5.1
522,papar_pujung,2022-06-20,2,5.3
523,papar_pujung,2022-06-21,6,5.5
524,papar_pujung,2022-06-21,10,5.8
525,papar_pujung,2022-06-21,14,5.9
526,papar_pujung,2022-06-21,18,6.0
527,papar_pujung,2022-06-21,22,6.4
528,papar_pujung,2022-06-21,2,6.6
529,papar_pujung,2022-06-22,6,6.8
530,papar_pujung,2022-06-22,10,6.9
531,papar_pujung,2022-06-22,14,7.0
532,papar_pujung,2022-06-22,18,7.0
533,papar_pujung,2022-06-22,22,7.2
534,papar_pujung,2022-06-22,2,7.2
535,papar_pujung,2022-06-23,6,7.2
536,papar_pujung,2022-06-23,10,7.1
537,papar_pujung,2022-06-23,14,7.1
538,papar_pujung,2022-06-23,18,7.05
539,papar_pujung,2022-06-23,22,7.0
540,papar_pujung,2022-06-23,2,6.95
541,papar_pujung,2022-06-24,6,6.9
542,papar_pujung,2022-06-24,10,6.9
543,papar_pujung,2022-06-24,14,7.0
544,papar_pujung,2022-06-24,18,7.1
545,papar_pujung,2022-06-24,22,7.3
546,papar_pujung,2022-06-24,2,7.4
547,papar_pujung,2022-06-25,6,7.5
548,papar_pujung,2022-06-25,10,7.6
549,papar_pujung,2022-06-25,14,7.7
550,papar_pujung,2022-06-25,18,7.8
551,papar_pujung,2022-06-25,22,8.1
552,papar_pujung,2022-06-25,2,8.25
553,papar_pujung,2022-06-26,6,8.4
554,papar_pujung,2022-06-26,10,8.5
555,papar_pujung,2022-06-26,14,8.5
556,papar_pujung,2022-06-26,18,8.6
557,papar_pujung,2022-06-26,22,8.6
558,papar_pujung,2022-06-26,2,8.7
559,papar_pujung,2022-06-27,6,8.8
560,papar_pujung,2022-06-27,10,8.8
561,papar_pujung,2022-06-27,14,8.8
562,papar_pujung,2022-06-27,18,8.7
563,papar_pujung,2022-06-27,22,8.6
564,papar_pujung,2022-06-27,2,8.55
565,papar_pujung,2022-06-28,6,8.5
566,papar_pujung,2022-06-28,10,8.5
567,papar_pujung,2022-06-28,14,8.4
568,papar_pujung,2022-06-28,18,8.3
569,papar_pujung,2022-06-28,22,8.2
570,papar_pujung,2022-06-28,2,8.05
571,papar_pujung,2022-06-29,6,7.9
572,papar_pujung,2022-06-29,10,7.8
573,papar_pujung,2022-06-29,14,7.8
574,papar_pujung,2022-06-29,18,7.7
575,papar_pujung,2022-06-29,22,7.8
576,papar_pujung,2022-06-29,2,7.8
577,papar_pujung,2022-06-30,6,7.8
578,papar_pujung,2022-06-30,10,7.8
579,papar_pujung,2022-06-30,14,7.8
580,papar_pujung,2022-06-30,18,7.8
581,papar_pujung,2022-06-30,22,7.9
